ticker,rule,engine,execution_assumption,strategy_contract_version,rule_fingerprint,strategy_fingerprint,cost_assumption_source,vectorbt_total_return_pct,vectorbt_max_drawdown_pct,vectorbt_sharpe,vectorbt_final_value,vectorbt_trade_count,vectorbt_closed_trade_count,vectorbt_open_trade_count,raw_entry_signal_count,shifted_entry_signal_count,executed_entry_count,raw_exit_signal_count,shifted_exit_signal_count,executed_exit_count,data_source,market_timezone,report_generated_at_utc,data_timestamp,price_frequency,price_adjustment_policy,price_basis
QQQ,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,0.0,0.0,,10000.0,0.0,0.0,0.0,8,8,0.0,1917,1916,0.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
QQQ,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,0.0,0.0,,10000.0,0.0,0.0,0.0,2,2,0.0,1917,1916,0.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
QQQ,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,34.68,-13.6,0.363,13467.71,33.0,33.0,0.0,245,245,33.0,2531,2530,33.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SGOV,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,1.8,-14.63,0.588,10180.34,73.0,72.0,1.0,73,73,73.0,128,128,72.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SGOV,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,10.43,-7.53,4.256,11043.06,36.0,35.0,1.0,36,36,36.0,62,62,35.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SGOV,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,0.0,0.0,,10000.0,0.0,0.0,0.0,0,0,0.0,1111,1110,0.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SGOV,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,0.0,0.0,,10000.0,0.0,0.0,0.0,0,0,0.0,128,128,0.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SGOV,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,0.0,0.0,,10000.0,0.0,0.0,0.0,0,0,0.0,128,128,0.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SGOV,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,0.0,0.0,,10000.0,0.0,0.0,0.0,0,0,0.0,1173,1172,0.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SMH,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-7.98,-48.23,0.048,9202.18,204.0,204.0,0.0,204,204,204.0,2112,2111,204.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SMH,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,203.11,-34.74,0.465,30310.78,173.0,172.0,1.0,173,173,173.0,1857,1856,172.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SMH,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,256.84,-39.38,0.547,35684.13,133.0,133.0,0.0,1357,1357,133.0,2123,2122,133.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SMH,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-9.41,-11.61,-0.284,9058.83,2.0,2.0,0.0,26,26,2.0,2112,2111,2.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SMH,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-9.9,-9.9,-0.37,9010.48,1.0,1.0,0.0,7,7,1.0,2112,2111,1.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SMH,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,30.36,-27.05,0.284,13036.48,27.0,27.0,0.0,197,197,27.0,2514,2513,27.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SOXX,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-19.78,-54.71,-0.006,8021.92,194.0,194.0,0.0,194,194,194.0,2133,2132,194.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SOXX,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,284.0,-35.82,0.536,38400.18,148.0,147.0,1.0,148,148,148.0,1909,1908,147.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SOXX,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,99.09,-40.69,0.352,19908.94,117.0,117.0,0.0,931,931,117.0,2144,2143,117.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SOXX,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-7.7,-13.73,-0.178,9229.98,4.0,4.0,0.0,34,34,4.0,2133,2132,4.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SOXX,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-11.35,-13.73,-0.301,8864.88,3.0,3.0,0.0,18,18,3.0,2133,2132,3.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SOXX,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,109.63,-14.6,0.663,20962.95,29.0,29.0,0.0,227,227,29.0,2510,2509,29.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SPY,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,4.72,-31.27,0.079,10472.05,199.0,198.0,1.0,199,199,199.0,1804,1804,198.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SPY,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,75.73,-28.07,0.434,17572.73,140.0,139.0,1.0,140,140,140.0,1602,1602,139.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SPY,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,8.33,-13.47,0.119,10833.12,41.0,41.0,0.0,141,141,41.0,1814,1814,41.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SPY,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,0.0,0.0,,10000.0,0.0,0.0,0.0,2,2,0.0,1804,1804,0.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SPY,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,0.0,0.0,,10000.0,0.0,0.0,0.0,3,3,0.0,1804,1804,0.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
SPY,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,63.16,-16.56,0.582,16316.42,33.0,33.0,0.0,257,257,33.0,2278,2278,33.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TLT,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,0.16,-27.46,0.047,10015.84,171.0,171.0,0.0,171,171,171.0,2570,2569,171.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TLT,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-10.8,-36.64,-0.021,8919.6,134.0,134.0,0.0,134,134,134.0,2430,2429,134.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TLT,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,43.51,-13.57,0.331,14351.26,56.0,56.0,0.0,379,379,56.0,2582,2581,56.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TLT,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-5.85,-5.85,-0.265,9415.14,1.0,1.0,0.0,2,2,1.0,2570,2569,1.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TLT,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-5.85,-5.85,-0.265,9415.14,1.0,1.0,0.0,1,1,1.0,2570,2569,1.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TLT,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-13.71,-19.83,-0.323,8629.39,33.0,33.0,0.0,249,249,33.0,2804,2803,33.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TSM,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,35.25,-49.14,0.202,13525.1,166.0,166.0,0.0,166,166,166.0,2184,2183,166.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TSM,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,51.93,-46.81,0.239,15193.39,126.0,125.0,1.0,126,126,126.0,1966,1965,125.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TSM,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,90.73,-65.64,0.307,19072.51,136.0,136.0,0.0,1234,1234,136.0,2189,2188,136.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TSM,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-3.46,-11.26,-0.039,9654.47,5.0,5.0,0.0,41,41,5.0,2184,2183,5.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TSM,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,12.65,-7.43,0.212,11264.79,4.0,4.0,0.0,27,27,4.0,2184,2183,4.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
TSM,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,9.63,-22.46,0.116,10963.46,28.0,28.0,0.0,204,204,28.0,2523,2522,28.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
VRT,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,328.61,-28.94,1.005,42861.36,77.0,77.0,0.0,77,77,77.0,731,731,77.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
VRT,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,796.83,-43.95,1.179,89682.76,41.0,41.0,0.0,41,41,41.0,561,560,41.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
VRT,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,1489.36,-33.16,1.449,158935.59,53.0,53.0,0.0,717,717,53.0,754,754,53.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
VRT,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,18.71,-15.23,0.357,11871.03,8.0,7.0,1.0,36,36,8.0,731,731,7.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
VRT,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-4.39,-34.11,0.048,9561.21,9.0,8.0,1.0,17,17,9.0,731,731,8.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
VRT,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-19.62,-37.57,-0.301,8037.87,7.0,7.0,0.0,61,61,7.0,980,980,7.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
